recipe_id,recipe_name,cooking_method,cuisine,image,prep_time,serves
407,Turkey Taco Spaghetti Squash Boats,"['Preheat oven to 400F degrees. Line a baking sheet with parchment paper (or two if they dont fit). Cut the squash in half lengthwise, and use a spoon to scrape out the seeds and soft yellow strands. Spray the inside of the squash with olive oil and sprinkle lightly with salt and pepper. Place the squash facedown on the baking sheet and bake for 50 minutes or until the flesh easily pierces with a fork.', 'Meanwhile, brown turkey in a large skillet breaking it into smaller pieces as it cooks. When no longer pink add dry seasoning and mix well. Add the onion, pepper, water and tomato sauce and cover. Simmer on low for about 20 minutes.', 'Combine the ingredients for the quick pico de gallo in a medium bowl. Set aside in the refrigerator until ready to eat.', 'Once the squash is cool enough to handle, use a fork to scrape the inside so the strands appear. Spoon scant 1/2 cup meat inside each squash bowl. Top each with 2 tbsp cheese and transfer them to the oven and bake another 5 minutes, until the cheese is melted. Remove from the oven, top with pico de gallo and serve immediately!']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/10/Roasted-Turkey-Taco-Spaghetti-Squash-Boats-5.jpg,10 minutes,6 servings
408,How To Make Pumpkin Puree (Instant Pot or Oven Method) ,[],['American'],https://www.skinnytaste.com/wp-content/uploads/2016/10/Pumpkin-Puree.jpg,0 minutes,0
409,Butternut Squash Gratin,"['Preheat oven to 400 degrees.', 'Slice butternut squash into 1/4-inch thick slices. You can do this with a knife, I did this with my spiralizer which is much easier, click here for directions.', 'In a large bowl, combine the milk, garlic, shallot, thyme, 12 of the parmesan, 12 teaspoon salt and pepper. Add the squash and toss to coat. Spray a medium oven-safe casserole dish with cooking spray. Transfer squash mixture to casserole dish and set aside.', 'In a medium microwave safe bowl, melt butter. Add breadcrumbs, remaining parmesan, 14 teaspoon salt, and pepper. Evenly spread breadcrumb mixture over squash, cover with foil and bake for 45 minutes. Uncover and broil 2-3 minutes to brown top (watch carefully because it browns quickly!)']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/10/Butternut-Squash-Gratin-5.jpg,10 minutes,6 servings
410,Sheetpan Italian Chicken and Veggie Dinner,"['Preheat oven to 450F degrees. Spray 2 large nonstick sheetpans with oil or use parchment or foil for easy cleanup. Arrange the center rack and lower third.', 'Combine the Italian seasoning ingredients in a large bowl. Season chicken with 1/2 teaspoon salt, then add the chicken, zucchini, carrots, bell peppers and red onion to the bowl and toss well to coat. Marinate 30 minutes or as long as overnight.', 'Arrange everything onto the prepared baking sheets spread out into a single layer. The vegetables and chicken should not touch. Bake about 20 minutes, turn chicken and vegetables and bake an additional 10 minutes, until roasted and tender. Top with fresh parsley and serve.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/10/Sheetpan-Italian-Chicken-and-Veggie-Dinner-2.jpg,10 minutes,4 Servings
411,Crispy Togarashi Chicken with Sesame Cucumber Relish,"['Preheat oven to 400F degrees.', 'In a small bowl, whisk together vinegar, sugar, sesame oil, ginger, garlic, and salt. Add cucumber, onion and sesame seeds and stir. Set aside to allow flavors to combine.', 'Season chicken cutlets with 14 teaspoon salt and pepper. Place flour on a shallow plate and egg in a medium bowl. Place panko, Togarashi, 14 teaspoon salt, pepper and sesame seeds on another shallow plate. Dredge each cutlet lightly in flour, then egg (shaking off excess), then panko mixture. Place on a sheet pan covered in parchment. Spray cutlets lightly with olive oil and bake for 20 minutes, rotating pan halfway through.', 'Top each cutlet with about 1/2 cup relish, 1 teaspoon soy sauce and sriracha (if desired). Serve.']","['Chinese', 'Japanese']",https://www.skinnytaste.com/wp-content/uploads/2016/10/Japanese-Chicken-with-Cukes.jpg,20 minutes,4 Servings
412,Roasted Delicata Squash with Turmeric,"['Preheat oven to 425F. Lightly spray 2 large nonstick baking sheets with oil.', 'Slice the squash in half lengthwise and scoop out the seeds with a spoon. Slice the seeded halves into 1/4-inch thick slices (half circles) and place them in a large bowl.', 'Drizzle the olive oil, salt, turmeric, garlic powder and black pepper, tossing toss well to coat. Lay flat on the prepared baking sheets and bake in the center of the oven until golden brown, about 10 to 14 minutes on each side. Remove from oven and top with fresh cilantro and eat right away.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/10/Roasted-Delicata-Squash-with-Turmeric.jpg,10 minutes,4 Servings
413,Donut-Shaped Apple Snacks,"['To melt chocolate, in a small bowl microwave 30 seconds, stir, repeat until melted. To melt peanut butter, microwave in a small bowl 30 seconds. Transfer to ziplock bags if you wish for easier piping, or you can use a spatula or spoon to drizzle it over the apples.', 'Slice the apples into 12 1/4-inch thick slices. Using a 1-inch round cookie cutter, core the apple slices (or you can use a knife).', 'Place the apple slices on wax paper and drizzle with your favorite toppings. Eat right away.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/09/Apple-Dounuts-6.jpg,20 minutes,12 Servings
414,Noodle-less Butternut-Sausage Lasagna,"['In a large deep nonstick skillet, brown the sausage breaking the meat up with a wooden spoon until cooked, about 5 minutes. Add onions and garlic and cook until soft, about 2 minutes. Add tomatoes, basil, and black pepper. Simmer on low, covered 15 to 20 minutes.', 'Meanwhile, slice butternut into 1/8 thick rounds with a good quality spiralizer such as the Inspiralizer with Blade A. To do this, you have to slice the butternut lengthwise halfway through to the center, careful not to cut deeper than that. You can also use a mandolin (be careful) or a sharp knife.', 'Preheat oven to 375F.', 'In a medium bowl combine ricotta cheese, parmesan cheese, parsley and egg, mix.', 'In a deep 912 casserole dish spread 3/4 cup of sauce on the bottom and layer 12 rounds of butternut slices to cover. Spread 3/4 cup of the ricotta cheese mixture, then top with 1 cup of the mozzarella cheese and 1 cup sauce. Second Layer: Lay 12 more rounds of butternut, 3/4 cup ricotta mixture, 1 cup mozzarella and 1 cup sauce. Third Layer: 12 slices butternut, 1 1/2 cups sauce and cover with foil.', 'Bake covered 30 minutes.', 'Remove foil, cook uncovered 30 minutes (this helps dry out excess moisture). Top with remaining cheese and bake until the cheese is melted and bubbling, 5 minutes.', 'Let stand about 5 10 minutes before serving.']",['Italian'],https://www.skinnytaste.com/wp-content/uploads/2016/09/Noodles-less-Butternut-Squash-Lasagna-7.jpg,20 minutes,8 servings
415,Stuffed Delicata Squash with Chicken Sausage-Mushroom Stuffing,"['Preheat oven to 425F.', 'Spray the cut sides of the squash with oil and sprinkle with salt. Place face down on a large baking sheet. Bake until tender and browned on the edges, about 20 to 25 minutes.', 'Meanwhile, in a large saute pan cook sausage on medium heat, breaking up the meat into small pieces as it cooks until the sausage is cooked through and is browned. Add the onion and celery; cook until celery is soft, about 8 to 10 minutes.', 'Add the mushrooms and thyme to the pan, more salt and pepper if needed and cook, stirring 5 minutes, then cook covered for 2 minutes, or until the mushrooms are soft and cooked through.', 'Divide (1/2 cup) between the squash, top with parmesan cheese and bake 10 minutes.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/09/Stuffed-Delicata-Squash-8.jpg,40 minutes,6 Servings
416,Shrimp Scampi Tacos with Caesar Salad Slaw,"['In a small blender or food processor, combine dressing ingredients. Process until smooth, adding a little water, if necessary, for thinner consistency. Set aside.', 'Add butter and oil to a large skillet over medium heat. When butter is melted, add garlic and saute 30 seconds. Add shrimp and season with 1/8 teaspoon salt and pepper. Cook 2 minutes, flip, then add another 1/8 teaspoon salt and pepper. Cook an additional 2 minutes or until shrimp are opaque and cooked through. Remove from heat and add red pepper (if using), lemon juice, and parsley. Toss to evenly coat.', 'Meanwhile, heat tortillas according to package directions and in a medium bowl, toss lettuce with 2 tablespoons Caesar dressing.', 'Divide tortillas and shrimp evenly among 4 plates. Spoon pan sauce over shrimp, top each with freshly grated parmesan, scallions, and Caesar slaw. Divide remaining 3 tablespoons of dressing evenly over tacos.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/09/Shrimp-Scampi-2.jpg,20 minutes,4 Servings
417,"Navy Bean, Bacon and Spinach Soup (Pressure Cooker, Slow Cooker or Stove Top)","['Instant Pot', 'In a blender, blend 1 can of beans with 1 cup of water.', 'Press Saute button then cook the bacon until crisp. Set aside on paper towels.', 'Add the onion, carrots and celery to the pot and cook until soft, about 5 minutes. Stir in the tomato paste then add the pureed beans, beans, broth, rosemary and bay leaves.', 'Cook on high pressure 15 minutes. Let the pressure release, remove rosemary and bay leaves. Place 2 cups of the soup in the blender and puree to thicken, then add back to the soup along with the spinach and stir until wilted. To serve, ladle into 6 bowls and top with bacon.', 'Stove Top', 'In a blender, blend 1 can of beans with 1 cup of water.', 'Saute the bacon in a large pot until crisp. Set aside on paper towels.', 'Add the onion, carrots and celery to the pot and cook until soft, about 5 minutes. Stir in the tomato paste then add the pureed beans, beans, broth, rosemary and bay leaves.', 'Bring to a boil, cover and cook on low until the beans and vegetables are soft, about 25 minutes. Place 2 cups of the soup in the blender and puree to thicken, then add back to the soup along with the spinach and stir until wilted. To serve, ladle into 6 bowls and top with bacon.', 'Slow Cooker', 'In a blender, blend 1 can of beans with 1 cup of water.', 'Saute the bacon in a skillet until crisp. Set aside on paper towels.', 'Add the onion, carrots and celery to the skillet and cook until soft, about 5 minutes. Transfer to the slow cooker with the tomato paste, pureed beans, canned beans, broth, rosemary and bay leaves.', 'Cover and cook low 8 hours. Remove rosemary and bay leaves. Place 2 cups of the soup in the blender and puree to thicken, then add back to the soup along with the spinach and stir until wilted, adjust salt to taste. To serve, ladle into 6 bowls and top with bacon.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/09/Navy-Bean-Bacon-and-Spinach-Soup_-7.jpg,,6 Servings
418,Chicken Curry with Coconut Milk,"['Heat oil in a large deep skillet, over medium heat.', 'Add onion and garlic and saute 1 minute. Add cumin, masala and curry powder and mix well, cooking 1 minute.', 'Place chicken in the pan and season with 1 teaspoon salt.', 'Add tomatoes, cilantro, coconut milk and water.', 'Stir all ingredients and cover pan, simmer on medium-low until chicken is cooked through, about 30 minutes.', 'Add potatoes, 1/2 teaspoon salt and simmer, covered an additional 10 minutes, or until the potatoes are tender.', 'Pressure Cooker Directions: Reduce water to 1/2 cup and cook the chicken after step 4 on high pressure for 15 minutes, quick release then add potatoes, high pressure 5 minutes. Let it release naturally.']",['Indian'],https://www.skinnytaste.com/wp-content/uploads/2008/11/Chicken-Curry-with-Coconut-Milk.jpg,45 minutes,6 servings
419,Turkey Chili Taco Soup,"['Spray a large pot with cooking spray then brown the turkey over medium heat, breaking up with a wooden spoon as it cooks. When cooked through, add the onions and pepper and cook 2-3 minutes. Add tomatoes, corn, beans, tomato sauce, re-fried beans, taco seasoning and chicken broth. Bring to a boil, cover and simmer about 10-15 minutes.', 'Serve with your favorite toppings such as low fat sour cream, jalapenos, reduced fat cheese, chopped scallions, onions, or chopped fresh cilantro. Freeze leftovers in individual portions for future meals.']",['Mexican'],https://www.skinnytaste.com/wp-content/uploads/2011/02/Turkey-Chili-Taco-Soup.jpg,20 minutes,9 Servings
420,Lentils and Rice with Eggs and Bacon,"['Combine carrots, lentils, broth, bay leaf and water in a large pot or Dutch oven. Bring to a boil, cover and reduce heat to low 30 minutes.', 'Meanwhile heat a large skillet over medium heat with oil. Add oil, scallions and garlic and cook 2 1/2 minutes. Add tomatoes, salt and pepper and cook 2 1/2 minutes, stirring.', 'Stir into the lentils after they have cooked 30 minutes, then cook an additional 10 minutes covered.', 'To serve, ladle 2/3 cup of lentils over 3/4 cup rice. Top with 1/2 chopped egg, 1/2 slice chopped bacon, scallions and salt, to taste.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/09/Lentils-and-Rice-with-Egg-and-Bacon-2.jpg,5 minutes,10 Servings
421,Late Summer Vegetable Enchilada Pie,"['Ancho Sauce: In a large deep skillet toast the anchos over medium-high heat turning often, about 2 minutes. When cool remove stems and seeds. Transfer to a blender with hot water and let it get soft. When cool add tomatoes and blend until smooth. Season with salt and pepper.', 'Filling: In the skillet heat oil over medium heat, add the onion and cook until soft, 5 minutes. Add the garlic and jalapeno and cook until fragrant, 1 minute. Add the zucchini and cook until tender yet firm, 4 to 5 minutes. Add the corn, beans, lime juice and cumin and cook 2 minutes. Add 1/2 cup cilantro and stir.', 'Preheat oven to 375F. Grease a 9 x 13-inch baking dish.', 'Spread 1/2 cup sauce on bottom of casserole, arrange 4 tortillas on a single layer (cutting them in half to fit). Spoon half the veggie filling over the tortillas, and top with half of the remaining sauce and 1 1/2 cups cheese. Repeat with the remaining tortillas, veggies, sauce and cheese. Cover with foil and bake 30 minutes, until the filling is bubbling. Let cool 10 minutes before cutting, then serve.']",['Mexican'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Late-Summer-Vegetable-Enchilada-Pie-3.jpg,15 minutes,8 Servings
422,One-Pot Spaghetti Squash and Meat Sauce (Pressure Cooker and Slow Cooker),"['Saute the beef with onion, garlic, salt, pepper. Added crushed tomatoes, bay leaf and cheese rind, stir. Pierce the spaghetti squash all over with a knife and place over the sauce. Cook high pressure 15 minutes, or until the skin of squash easily gives when pressed with a spoon. Let the pressure release, discard bay leaf and rind and transfer the squash to a bowl to let cool.', 'When cool enough to handle, cut in half with a large knife, discard the seeds and scoop the strands out with a fork. Place in a colander to drain well (I use paper towels as well to soak up any excess moisture) then serve sauce over squash with grated cheese if desired.', 'For the slow cooker, saute meat as above in skillet, transfer to slow cooker with remaining ingredients as listed above and cook low 6 to 8 hours.']",['Italian'],https://www.skinnytaste.com/wp-content/uploads/2016/09/Pressure-Cooker-Spaghetti-Squash-and-Meat-Sauce-4.jpg,5 minutes,6 Servings
423,Madison's Favorite Slow Cooker Beef Tacos,"['Slow Cooker Recipe:', 'Brown the beef in a large nonstick skillet over high heat, breaking it into smaller pieces as it cooks. When no longer pink add 2 teaspoons of the cumin along with the remaining dry spices, onion, bell pepper and garlic, stir and cook 2 to 3 minutes until soft, then transfer to the slow cooker along with 1/2 cup water, bay leaf and tomato sauce. Cover and cook on high 3 hours or low 6 to 8. Discard the bay leaf and add the remaining teaspoon of cumin.', 'Heat the taco shells according to the directions, then assemble placing 1/4 cup beef in each shell, topped with lettuce, 1 tablespoon cheese and tomato.', 'Instant Pot Recipe:', 'Press saute, add the beef and cook breaking it into smaller pieces as it cooks. When no longer pink add 2 teaspoons of the cumin along with the remaining dry spices, onion, bell pepper and garlic, stir and cook 2 to 3 minutes until soft.', 'Add 1/2 cup water, bay leaf and tomato sauce. Cover and cook on high pressure 20 minutes; natural release. Discard the bay leaf and add the remaining teaspoon of cumin.', 'Heat the taco shells according to the directions, then assemble placing 1/4 cup beef in each shell, topped with lettuce, 1 tablespoon cheese and tomato.']","['American', 'Mexican']",https://www.skinnytaste.com/wp-content/uploads/2016/09/Madisons-Favorite-Slow-Cooker-Beef-Tacos.jpg,15 minutes,8 Servings
424,Blackened Chicken Fiesta Salad,"['Preheat oven to 350F.', 'In a large bowl, combine the garlic, lime juice, oil, cumin, crushed red pepper, and salt.', 'Add the chickpeas, corn, tomato, onion and cilantro; mix well.', 'Heat a cast iron skillet over high heat for 5 minutes until it is smoking hot.', 'Mix together the paprika, salt, cayenne, cumin, thyme, and garlic powder. Spray the chicken breasts with cooking spray on both sides, then coat the chicken breasts evenly with the spice mixture.', 'Place the chicken in the hot skillet, and cook for 1 minute. Turn, and cook 1 minute on other side. Transfer to the oven and bake until no longer pink in the center and the juices run clear and a thermometer reads 165F inserted in the center, about 8 to 10 minutes. Slice chicken.', 'When ready to eat, gently mix avocado into the salad, top with chicken and serve right away.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Blackened-Chicken-Fiesta-Salad.jpg,25 minutes,4 Servings
425,One Skillet Chicken with Bacon and Green Beans,"['Heat a large non-stick skillet over medium heat. Add the bacon and saute until brown and crisp. Remove bacon pieces with a slotted spoon, transfer to a paper towel lined plate and set aside. Discard the majority of the bacon grease, leaving a very thin coating in the pan.', 'Season both sides of the chicken pieces with 1/4 tsp salt and black pepper and add to the skillet. Cook 4 minutes per side, or until cooked through. Transfer to a plate and tent with foil.', 'Add the shallots to the now empty skillet and saute 1 minute, scraping up brown bits. Add the garlic and saute 30 seconds more. Add the broth, wine and thyme and stir. Add the green beans, increase the heat to medium-high and cook for about 8 minutes, or until the sauce has reduced and the green beans are crisp tender, stirring occasionally.', 'Transfer the chicken breasts and green beans to a serving platter. Season beans with 1/8 teaspoon salt and fresh pepper. Pour chicken juices into sauce with 1/8 teaspoon salt, stir and cook for an additional 30 seconds. Pour sauce over the chicken and green beans and top with chopped bacon.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/09/Skillet-Chicken-with-String-Beans.jpg,20 minutes,4 Servings
426,Chilled Italian Shrimp and Tortellini Salad,"['In a large pot of salted boiling water, cook tortellini according to package directions. Using a large mesh spoon, transfer the pasta to a colander and rinse under cold water.', 'Return water to a boil and add the shrimp, poach for 2 to 3 minutes, until they are just pink, rinse under cold water to stop them from cooking, drain and cut into large pieces.', 'In a small bowl whisk together the dressing ingredients.', 'In a large bowl, mix the onion, celery, capers and olives and pour the dressing over; mix well.', 'Add the shrimp, tortellini and remaining ingredients. Adjust salt and pepper to taste and chill before serving.']","['American', 'Italian']",https://www.skinnytaste.com/wp-content/uploads/2016/08/Delallo-Tortellini-Shrimp2607.jpg,10 minutes,6 Servings
427,Baked Potato Soup,"['Pierce potatoes with a fork; microwave on high for 5 minutes turn over and microwave another 3 - 5 minutes, until tender. Or if you prefer to use your oven, bake at 400F for 1 hour or until tender. Cool. Peel potatoes.', 'Meanwhile, steam cauliflower with water in a large covered pot until tender. Drain and return to pot.', 'On medium heat, add chicken broth, milk, potatoes and bring to a boil.', 'Use an immersion blender to puree until smooth. Add sour cream, half the chives, salt and pepper and cook on low another 5-10 minutes, stirring occasionally.', 'Remove from heat. Ladle 1 cup soup into each bowl.', 'Top each serving with 2 tbsp cheese, remaining chives, and bacon.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2011/02/Baked-Potato-Soup-2.jpg,10 minutes,5 servings
428,Broccoli Rabe and Sausage Parsnip Pasta,"['Chop broccoli rabe into 1-inch pieces and set aside.', 'Place a large skillet over medium heat. When hot, add the sausage and oregano and cook, breaking up with a wooden spoon 6 to 8 minutes, until browned. Transfer to a plate.', 'Add the broccoli rabe and parsnip noodles to the skillet with the garlic and red pepper flakes, then add broth and cook until the noodles are al dente, about 5 minutes.', 'Return sausage to the skillet, add the cheese and stir to combine.']",['Italian'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Broccoli-Rabe-and-Sausage-Parsnip-Spiralized-Pasta-5.jpg,20 minutes,3 Servings
429,French Bread Pizza Caprese,"['Cut the bread in half lengthwise, then cut each half crosswise in 2 pieces to give you 4 pieces total. Tear the the cheese into pieces and place on top of the bread.', 'Place under the broiler or toaster oven until the cheese melts, about 2 to 3 minutes.', 'Remove from oven, top with tomatoes, drizzle with balsamic and finish with fresh basil.']",['Italian'],https://www.skinnytaste.com/wp-content/uploads/2016/08/French-Bread-Caprese-Pizzas-2.jpg,10 minutes,4 Servings
430,Lobster Asparagus Chopped Salad,"['Bring a medium pot of water to a boil, add the asparagus and cook until tender yet firm, about 2 to 3 minutes. Drain and run under cold water to stop it from cooking further. Set aside.', 'In a small bowl combine the oil, lemon juice, salt and pepper.', 'In a large bowl combine the asparagus, lobster, tomatoes, red onion, basil and dressing. Divide equally in 2 bowls and eat right away.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Lobster-Asparagus-Salad.jpg,15 minutes,2 Servings
431,"Summer Corn, Tomato and Avocado Salad with Creamy Buttermilk-Dijon Dressing","['*Quickest way to cook the corn is put it in microwave 3 minutes with husk on, then let cool and peel.', 'Whisk all the dressing ingredients together.', 'Place lettuce in a large bowl, top with corn, tomatoes, avocado and red onion and drizzle with dressing.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Summer-Corn-Tomato-and-Avocado-Salad-with-Creamy-Buttermilk-Dijon-Dressing-1.jpg,15 minutes,4 Servings
432,Tomato Tuna Melts,"['Preheat the broiler to high and adjust the rack second from the top. Arrange the tomatoes on a baking tray, season with salt and pepper.', 'Combine the tuna salad ingredients in a small bowl.', 'Top each with 1/4 cup tuna salad and a slice of cheese. Broil the tomatoes until the cheese is melted, about 1 to 2 minutes. Remove from the oven and eat immediately.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Tomato-Tuna-Melts-9.jpg,3 minutes,2 Servings
433,"Prosciutto, Mozzarella and Fig Salad with Arugula","['Combine the oil, balsamic, lemon juice, salt and pepper and whisk.', 'Place the arugula on a large platter, top with proscuitto, cheese, basil and figs and drizzle with dressing.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Proscuitto-Fig-and-Mozzarella-Salad-4.jpg,10 minutes,4 Servings
434,"Salisbury Steak Meatballs (Instant Pot, Stove Top, Slow Cooker)","['Finely chop 1 oz of the mushrooms into small pieces and set aside. Heat the Instant Pot (or a large nonstick pot on medium-high) on Saute add 1 tsp oil and onions and cook until golden brown, about 4 to 5 minutes. Divide onions in two.', 'In a large bowl, combine half of the sauteed onions with the ground beef, ground turkey, chopped mushroom, bread crumbs, egg, 1 tbsp tomato paste, 1/4 cup of the beef broth, 3/4 tsp salt and black pepper.', 'In a small bowl, blend flour and 1 cup broth until smooth. Mix in remaining onions, remaining 1 tbsp tomato paste, vinegar, Worcestershire sauce and mustard powder.', 'Gently shape into 20 small meatballs.', ""Heat the Instant Pot (or non-stick pot) back on saute, add remaining teaspoon of oil and brown the meatballs (in batches so you don't overcrowd the pot) about 2 minutes until no longer sticks (if it doesn't turn, it's not ready yet), turn and brown an additional 2 minutes. Add the mushrooms, 1/8 teaspoon salt and black pepper and pour the sauce over the meatballs, cover and cook on high pressure 10 minutes (20 minutes in a regular pot). Let the pressure release on its own. Garnish with parsley."", 'Slow Cooker Directions: Saute meatballs in a skillet, transfer to slow cooker with mushrooms, salt and pepper and pour sauce over. Cover and cook low 6 to 8 hours, until tender.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Salisbury-Steak-Meatballs-10.jpg,25 minutes,4 Servings
435,Pressure Cooker Stewed Chicken with Corn (Pollo Guisado con Maiz),"['Season chicken with salt and garlic powder.', 'Saute the onions, scallions, tomato and garlic in olive oil until soft, 2 to 3 minutes. Add 1/4 cup cilantro and stir 1 minute. Add tomato sauce, water, Bouillon, cumin and stir. Place the chicken in the sauce. Top with corn, cover and cook on high pressure 20 minutes. Natural release and top with remaining cilantro.', 'To make on the stove, simmer low covered 40 minutes adding the corn the last 5 minutes.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Pressure-Cooker-Pollo-Guisado-Latin-Stewed-Chicken-4.jpg,5 minutes,4 Servings
436,Dina's Tossed Mushrooms,"['Preheat oven to 350 degrees.', 'Slice off the bottom of the stems; then, use a moist paper towel to gently remove any dirt from mushrooms.', 'Quarter or halve the mushrooms, depending on the size.', 'Sprinkle water in the bottom of a 13 x 9 baking dish then place mushrooms in a single layer on top of the water.', 'In a small bowl combine next six ingredients: breadcrumbs through salt/pepper. Sprinkle mixture evenly on top of the mushrooms.', ""Drizzle evenly with olive oil then spray the top with olive oil spray so it's evenly coated. Bake uncovered until the mushrooms are golden, about 20 minutes. Serve hot or warm.""]",['Italian'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Unstuffed-Mushrooms.jpg,25 minutes,4 Servings
437,Cobb Salad in a Jar with Buttermilk Ranch,"['Whisk all dressing ingredients in a small bowl until combined. Set aside', 'Cook the bacon according to package directions. Once cooked, place strips on a paper towel lined plate and allow to cool. Meanwhile, chop the tomatoes, avocado, eggs, and chicken. Once cool, chop the bacon.', 'In each quart size mason jar, divide all ingredients evenly. Layer the dressing, chicken, tomato, eggs, cheese, bacon and top with chopped romaine and avocado (I suggest adding avocado the day you plan to eat it).']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/08/Cobb-Salad-in-a-Jar-with-Buttermilk-Ranch-5.jpg,15 minutes,2 Servings
438,Grilled Brussels Sprouts with Balsamic Glaze,"['Place the brussels on skewers as pictured and place the skewers on a large enough piece of sturdy foil to cover the top. Drizzle with olive oil, salt and pepper.', 'Heat the grill, when hot lower the heat to low and put foil with skewers on the grill, tenting the veggies with the foil. Cook about 30 minutes, turning every 5 minutes to keep them from burning. When done, drizzle with balsamic glaze and eat right away.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/07/Grilled-Brussels-Sprouts-2.jpg,30 minutes,4 Servings
439,Watermelon Feta Arugula Salad in Jars,"['Divide the dressing equally between 4 pint sized glass jars. Divide and layer the onion, feta, watermelon and finish with 3/4 cup arugula.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/07/Watermelon-Feta-Arugula-Salad-in-Jars-2.jpg,15 minutes,4 Servings
440,Rainbow Potato Salad,"['Place potatoes in a large pot of salted water and bring to a boil. Boil for 10-15 minutes, or until fork tender. Drain and set aside to cool.', 'Meanwhile, in a small bowl, combine the yogurt, mayonnaise, mustard, 1 teaspoon dill, pinch of salt and pepper. Set aside.', 'When potatoes are cool enough to handle, set aside half. Peel the other half by gently pinching the skin and pulling it away. Place peeled potatoes in a medium bowl and mash with a potato masher. Dice the remaining potatoes into 1-inch cubes and add to the bowl with the mashed potatoes.', 'Add pickle, celery, 1/4 teaspoon salt, pepper, and all but 1 tablespoon of the green onion. Add the yogurt mixture and pickle juice to the potatoes and toss gently to evenly coat. Garnish with remaining dill and green onion.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/07/Rainbow-Potato-Salad-2.jpg,25 minutes,5 Servings
441,Slow-Cooker Banh Mi Rice Bowls,"['Season the pork with salt and pepper and place into the slow cooker. Combine the garlic, jalapeno, soy sauce and brown sugar and stir to dissolve, pour over the pork.(NOTE: If your slow cooker runs hot, add 1/4 cup water). Cover and cook on low for 6 hours until the pork is very tender, turning once half way through if desired. When the pork is ready, shred the meat. Reserve the sauce.', 'Meanwhile, while the pork is cooking, make the pickled carrots and radish: In a medium glass bowl, combine the vinegar, sugar and salt and stir until dissolved. Add the carrots and radish and let it sit for about 30 minutes. Drain well and refrigerate until ready to use.', 'To assemble the bowls, place 3/4 cup rice in each bowl, top each with about 2 1/2 oz pork, drizzle with 2 tablespoons of the reserved sauce then top with the 1/4 cup shredded cabbage, 1/4 cup pickled carrots, 1/4 cup cucumber, sliced jalapenos and cilantro.']","['Chinese', 'Japanese']",https://www.skinnytaste.com/wp-content/uploads/2016/07/Slow-Cooker-Banh-Mi-Bowl.jpg,15 minutes,4 Servings
442,Cheeseburger Salad,"['In a large bowl, combine beef, salt and pepper. With wet hand, gently form into 4 equal patties. Set aside.', 'In another large bowl, whisk together dressing ingredients. Set aside.', 'Cook hamburger patties on a grill to medium doneness, around 4-5 minutes per side. After flipping the patties, add the onion rings to the grill. Cook onion for the remaining 4-5 minutes, flipping halfway through. Allow patties to rest for 5-10 minutes then cut each patty into 16 bite-size pieces.', 'Add the lettuce, pickles, onion, avocado and tomato to the bowl. Divide the salad among 4 plates, top each with grilled onions, cheese, and 1 chopped patty. Drizzle with 14 of the dressing.']",['American'],https://www.skinnytaste.com/wp-content/uploads/2016/07/Cheeseburger-salad-0020-s.jpg,10 minutes,4 Servings
